orf,gene.x,Anno1,Growth1,gene.y,Anno2,Growth2,name.check,essenflag
YDR299W,BFR2,verified1,nogrowth1,BFR2,verified2,nogrowth2,TRUE,essential
YDR300C,pro1,verified1,growth1,pro1,verified2,growth2,TRUE,nonessential
YDR301W,CFT1,verified1,nogrowth1,CFT1,verified2,nogrowth2,TRUE,essential
YDR302W,GPI11,verified1,nogrowth1,GPI11,verified2,nogrowth2,TRUE,essential
YDR303C,RSC3,verified1,nogrowth1,RSC3,verified2,nogrowth2,TRUE,essential
YDR304C,CYP5,verified1,growth1,CYP5,verified2,growth2,TRUE,nonessential
YDR305C,HNT2,verified1,growth1,HNT2,verified2,growth2,TRUE,nonessential
YDR306C,YDR306C,verified1,growth1,YDR306C,verified2,growth2,TRUE,nonessential
YDR307W,YDR307W,verified1,growth1,YDR307W,verified2,growth2,TRUE,nonessential
YDR308C,SRB7,verified1,nogrowth1,SRB7,verified2,nogrowth2,TRUE,essential
YDR309C,GIC2,verified1,growth1,GIC2,verified2,growth2,TRUE,nonessential
YDR310C,SUM1,verified1,growth1,SUM1,verified2,growth2,TRUE,nonessential
YDR311W,TFB1,verified1,nogrowth1,TFB1,verified2,nogrowth2,TRUE,essential
YDR312W,SSF2,verified1,growth1,SSF2,verified2,growth2,TRUE,nonessential
YDR313C,PIB1,verified1,growth1,PIB1,verified2,growth2,TRUE,nonessential
YDR314C,YDR314C,verified1,growth1,YDR314C,verified2,growth2,TRUE,nonessential
YDR315C,IPK1,questionable1,growth1,IPK1,verified2,growth2,TRUE,nonessential
YDR316W,YDR316W,verified1,growth1,YDR316W,verified2,growth2,TRUE,nonessential
YDR317W,YDR317W,verified1,growth1,YDR317W,verified2,growth2,TRUE,nonessential
YDR318W,MCM21,verified1,growth1,MCM21,verified2,growth2,TRUE,nonessential
YDR319C,YDR319C,verified1,growth1,YDR319C,verified2,growth2,TRUE,nonessential
YDR320C,SWA2,verified1,growth1,SWA2,verified2,growth2,TRUE,nonessential
YDR321W,asp1,verified1,growth1,asp1,verified2,growth2,TRUE,nonessential
YDR322W,MRPL35,verified1,growth1,MRPL35,verified2,growth2,TRUE,nonessential
YDR323C,pep7,verified1,growth1,pep7,verified2,growth2,TRUE,nonessential
YDR324C,YDR324C,verified1,nogrowth1,YDR324C,verified2,nogrowth2,TRUE,essential
YDR325W,YCG1,verified1,nogrowth1,YCG1,verified2,nogrowth2,TRUE,essential
YDR326C,YDR326C,verified1,growth1,YDR326C,verified2,growth2,TRUE,nonessential
YDR327W,YDR327W,verified1,nogrowth1,YDR327W,verified2,nogrowth2,TRUE,essential
YDR328C,SKP1,verified1,nogrowth1,SKP1,verified2,nogrowth2,TRUE,essential
YDR329C,PEX3,verified1,growth1,PEX3,verified2,growth2,TRUE,nonessential
YDR330W,YDR330W,verified1,growth1,YDR330W,verified2,growth2,TRUE,nonessential
YDR331W,GPI8,verified1,nogrowth1,GPI8,verified2,nogrowth2,TRUE,essential
YDR332W,YDR332W,verified1,growth1,YDR332W,verified2,growth2,TRUE,nonessential
YDR333C,YDR333C,verified1,growth1,YDR333C,verified2,growth2,TRUE,nonessential
YDR334W,SWR1,verified1,growth1,SWR1,verified2,growth2,TRUE,nonessential
YDR335W,MSN5,verified1,growth1,MSN5,verified2,growth2,TRUE,nonessential
YDR336W,YDR336W,verified1,growth1,YDR336W,verified2,growth2,TRUE,nonessential
YDR337W,MRPS28,verified1,growth1,MRPS28,verified2,growth2,TRUE,nonessential
YDR338C,YDR338C,verified1,growth1,YDR338C,verified2,growth2,TRUE,nonessential
YDR339C,YDR339C,verified1,nogrowth1,YDR339C,verified2,nogrowth2,TRUE,essential
YDR340W,YDR340W,verified1,growth1,YDR340W,verified2,growth2,TRUE,nonessential
YDR341C,YDR341C,verified1,nogrowth1,YDR341C,verified2,nogrowth2,TRUE,essential
YDR344C,YDR344C,verified1,growth1,YDR344C,verified2,growth2,TRUE,nonessential
YDR345C,hxt3,verified1,growth1,hxt3,verified2,growth2,TRUE,nonessential
YDR346C,YDR346C,verified1,growth1,YDR346C,verified2,growth2,TRUE,nonessential
YDR347W,mrp1,verified1,growth1,mrp1,verified2,growth2,TRUE,nonessential
YDR348C,YDR348C,verified1,growth1,YDR348C,verified2,growth2,TRUE,nonessential
YDR349C,YPS7,verified1,growth1,YPS7,verified2,growth2,TRUE,nonessential
YDR350C,TCM10,verified1,growth1,TCM10,verified2,growth2,TRUE,nonessential
YDR351W,SBE2,verified1,growth1,SBE2,verified2,growth2,TRUE,nonessential
YDR352W,YDR352W,verified1,growth1,YDR352W,verified2,growth2,TRUE,nonessential
YDR353W,TRR1,verified1,nogrowth1,TRR1,verified2,nogrowth2,TRUE,essential
YDR354W,trp4,verified1,growth1,trp4,verified2,growth2,TRUE,nonessential
YDR355C,YDR355C,verified1,nogrowth1,YDR355C,verified2,nogrowth2,TRUE,essential
YDR356W,NUF1,verified1,nogrowth1,NUF1,verified2,nogrowth2,TRUE,essential
YDR357C,YDR357C,verified1,growth1,YDR357C,verified2,growth2,TRUE,nonessential
YDR358W,GGA1,verified1,growth1,GGA1,verified2,growth2,TRUE,nonessential
YDR359C,VID21,verified1,growth1,VID21,verified2,growth2,TRUE,nonessential
YDR360W,YDR360W,verified1,growth1,YDR360W,verified2,growth2,TRUE,nonessential
YDR361C,BCP1,verified1,nogrowth1,BCP1,verified2,nogrowth2,TRUE,essential
YDR362C,TFC6,verified1,nogrowth1,TFC6,verified2,growth2,TRUE,abnormal
YDR363W,ESC2,verified1,growth1,ESC2,verified2,growth2,TRUE,nonessential
YDR363W-A,SEM1,verified1,growth1,SEM1,verified2,growth2,TRUE,nonessential
YDR364C,cdc40,verified1,nogrowth1,cdc40,verified2,nogrowth2,TRUE,essential
YDR365C,YDR365C,verified1,nogrowth1,YDR365C,verified2,nogrowth2,TRUE,essential
YDR367W,YDR367W,verified1,nogrowth1,YDR367W,verified2,nogrowth2,TRUE,essential
YDR368W,YPR1,verified1,growth1,YPR1,verified2,growth2,TRUE,nonessential
YDR369C,xrs2,verified1,growth1,xrs2,verified2,growth2,TRUE,nonessential
YDR370C,YDR370C,verified1,growth1,YDR370C,verified2,growth2,TRUE,nonessential
YDR371W,YDR371W,verified1,growth1,YDR371W,verified2,growth2,TRUE,nonessential
YDR372C,YDR372C,verified1,growth1,YDR372C,verified2,growth2,TRUE,nonessential
YDR373W,FRQ1,verified1,nogrowth1,FRQ1,verified2,nogrowth2,TRUE,essential
YDR374C,YDR374C,verified1,growth1,YDR374C,verified2,growth2,TRUE,nonessential
YDR375C,BCS1,verified1,growth1,BCS1,verified2,growth2,TRUE,nonessential
YDR376W,ARH1,verified1,nogrowth1,ARH1,verified2,nogrowth2,TRUE,essential
YDR377W,ATP17,verified1,growth1,ATP17,verified2,growth2,TRUE,nonessential
YDR378C,LSM6,verified1,growth1,LSM6,verified2,growth2,TRUE,nonessential
YDR379W,RGA2,verified1,growth1,RGA2,verified2,growth2,TRUE,nonessential
YDR380W,YDR380W,verified1,growth1,YDR380W,verified2,growth2,TRUE,nonessential
YDR381W,YRA1,verified1,nogrowth1,YRA1,verified2,nogrowth2,TRUE,essential
YDR382W,RPP2B,verified1,growth1,RPP2B,verified2,growth2,TRUE,nonessential
YDR383C,YDR383C,verified1,growth1,YDR383C,verified2,growth2,TRUE,nonessential
YDR384C,YDR384C,verified1,growth1,YDR384C,verified2,growth2,TRUE,nonessential
YDR385W,EFT2,verified1,growth1,EFT2,verified2,growth2,TRUE,nonessential
YDR386W,MUS81,verified1,growth1,MUS81,verified2,growth2,TRUE,nonessential
YDR387C,YDR387C,verified1,growth1,YDR387C,verified2,growth2,TRUE,nonessential
YDR388W,rvs167,verified1,growth1,rvs167,verified2,growth2,TRUE,nonessential
YDR389W,sac7,verified1,growth1,sac7,verified2,growth2,TRUE,nonessential
YDR390C,UBA2,verified1,nogrowth1,UBA2,verified2,nogrowth2,TRUE,essential
YDR391C,YDR391C,verified1,growth1,YDR391C,verified2,growth2,TRUE,nonessential
YDR392W,spt3,verified1,growth1,spt3,verified2,growth2,TRUE,nonessential
YDR393W,SHE9,verified1,growth1,SHE9,verified2,growth2,TRUE,nonessential
YDR394W,RPT3,verified1,nogrowth1,RPT3,verified2,nogrowth2,TRUE,essential
YDR395W,SXM1,verified1,growth1,SXM1,verified2,growth2,TRUE,nonessential
YDR396W,YDR396W,verified1,nogrowth1,YDR396W,verified2,nogrowth2,TRUE,essential
YDR397C,NCB2,verified1,nogrowth1,NCB2,verified2,nogrowth2,TRUE,essential
YDR398W,YDR398W,verified1,nogrowth1,YDR398W,verified2,nogrowth2,TRUE,essential
YDR399W,HPT1,verified1,growth1,HPT1,verified2,growth2,TRUE,nonessential
YDR400W,URH1,verified1,growth1,URH1,verified2,growth2,TRUE,nonessential
YDR401W,YDR401W,verified1,growth1,YDR401W,verified2,growth2,TRUE,nonessential
YDR402C,DIT2,verified1,growth1,DIT2,verified2,growth2,TRUE,nonessential
YDR403W,DIT1,verified1,growth1,DIT1,verified2,growth2,TRUE,nonessential
YDR404C,rpb7,verified1,nogrowth1,rpb7,verified2,nogrowth2,TRUE,essential
YDR405W,MRP20,verified1,growth1,MRP20,verified2,growth2,TRUE,nonessential
YDR406W,PDR15,verified1,growth1,PDR15,verified2,growth2,TRUE,nonessential
YDR407C,TRS120,verified1,nogrowth1,TRS120,verified2,nogrowth2,TRUE,essential
YDR408C,ade8,verified1,growth1,ade8,verified2,growth2,TRUE,nonessential
YDR409W,YDR409W,verified1,growth1,YDR409W,verified2,growth2,TRUE,nonessential
YDR410C,ste14,verified1,nogrowth1,ste14,verified2,nogrowth2,TRUE,essential
YDR411C,YDR411C,verified1,growth1,YDR411C,verified2,growth2,TRUE,nonessential
YDR412W,YDR412W,verified1,nogrowth1,YDR412W,verified2,nogrowth2,TRUE,essential
YDR413C,YDR413C,verified1,nogrowth1,YDR413C,verified2,nogrowth2,TRUE,essential
YDR414C,ERD1,verified1,growth1,ERD1,verified2,growth2,TRUE,nonessential
YDR415C,YDR415C,verified1,growth1,YDR415C,verified2,growth2,TRUE,nonessential
YDR416W,SYF1,verified1,nogrowth1,SYF1,verified2,nogrowth2,TRUE,essential
YDR417C,YDR417C,verified1,growth1,YDR417C,verified2,growth2,TRUE,nonessential
YDR418W,RPL12B,verified1,growth1,RPL12B,verified2,growth2,TRUE,nonessential
YDR419W,RAD30,verified1,growth1,RAD30,verified2,growth2,TRUE,nonessential
YDR420W,HKR1,verified1,growth1,HKR1,verified2,growth2,TRUE,nonessential
YDR421W,YDR421W,verified1,growth1,YDR421W,verified2,growth2,TRUE,nonessential
YDR422C,SIP1,verified1,growth1,SIP1,verified2,growth2,TRUE,nonessential
YDR423C,cad1,verified1,growth1,cad1,verified2,growth2,TRUE,nonessential
YDR424C,DYN2,verified1,growth1,DYN2,verified2,growth2,TRUE,nonessential
YDR425W,YDR425W,verified1,growth1,YDR425W,verified2,growth2,TRUE,nonessential
YDR426C,YDR426C,verified1,growth1,YDR426C,verified2,growth2,TRUE,nonessential
YDR427W,RPN9,verified1,nogrowth1,RPN9,verified2,nogrowth2,TRUE,essential
YDR428C,YDR428C,verified1,growth1,YDR428C,verified2,growth2,TRUE,nonessential
YDR429C,TIF35,verified1,nogrowth1,TIF35,verified2,nogrowth2,TRUE,essential
YDR430C,YDR430C,verified1,growth1,YDR430C,verified2,growth2,TRUE,nonessential
YDR431W,YDR431W,verified1,growth1,YDR431W,verified2,growth2,TRUE,nonessential
YDR432W,NPL3,verified1,growth1,NPL3,verified2,growth2,TRUE,nonessential
YDR434W,YDR434W,verified1,nogrowth1,YDR434W,verified2,nogrowth2,TRUE,essential
YDR435C,PPM1,verified1,growth1,PPM1,verified2,growth2,TRUE,nonessential
YDR436W,PPZ2,verified1,growth1,PPZ2,verified2,growth2,TRUE,nonessential
YDR437W,YDR437W,verified1,nogrowth1,YDR437W,verified2,nogrowth2,TRUE,essential
YDR438W,YDR438W,verified1,growth1,YDR438W,verified2,growth2,TRUE,nonessential
YDR439W,LRS4,verified1,growth1,LRS4,verified2,growth2,TRUE,nonessential
YDR440W,DOT1,verified1,growth1,DOT1,verified2,growth2,TRUE,nonessential
YDR441C,APT2,questionable1,growth1,APT2,verified2,growth2,TRUE,nonessential
YDR442W,YDR442W,verified1,growth1,YDR442W,verified2,growth2,TRUE,nonessential
YDR443C,ssn2,verified1,growth1,ssn2,verified2,growth2,TRUE,nonessential
YDR444W,YDR444W,verified1,growth1,YDR444W,verified2,growth2,TRUE,nonessential
YDR445C,YDR445C,verified1,growth1,YDR445C,verified2,growth2,TRUE,nonessential
YDR446W,ECM11,verified1,growth1,ECM11,verified2,growth2,TRUE,nonessential
YDR447C,RPS17B,verified1,growth1,RPS17B,verified2,growth2,TRUE,nonessential
YDR449C,YDR449C,verified1,nogrowth1,YDR449C,verified2,nogrowth2,TRUE,essential
YDR450W,RPS18A,verified1,growth1,RPS18A,verified2,growth2,TRUE,nonessential
YDR451C,YDR451C,verified1,growth1,YDR451C,verified2,growth2,TRUE,nonessential
YDR452W,PHM5,verified1,growth1,PHM5,verified2,growth2,TRUE,nonessential
YDR453C,YDR453C,verified1,growth1,YDR453C,verified2,growth2,TRUE,nonessential
YDR454C,GUK1,verified1,nogrowth1,GUK1,verified2,nogrowth2,TRUE,essential
YDR455C,YDR455C,verified1,growth1,YDR455C,verified2,growth2,TRUE,nonessential
YDR456W,NHX1,verified1,growth1,NHX1,verified2,growth2,TRUE,nonessential
YDR457W,TOM1,verified1,growth1,TOM1,verified2,growth2,TRUE,nonessential
YDR458C,YDR458C,verified1,growth1,YDR458C,verified2,growth2,TRUE,nonessential
YDR459C,YDR459C,verified1,growth1,YDR459C,verified2,growth2,TRUE,nonessential
YDR460W,TFB3,verified1,nogrowth1,TFB3,verified2,nogrowth2,TRUE,essential
YDR461W,mfa1,verified1,growth1,mfa1,verified2,growth2,TRUE,nonessential
YDR462W,MRPL28,verified1,growth1,MRPL28,verified2,growth2,TRUE,nonessential
YDR463W,STP1,verified1,growth1,STP1,verified2,growth2,TRUE,nonessential
YDR464W,spp41,verified1,nogrowth1,spp41,verified2,nogrowth2,TRUE,essential
YDR465C,RMT2,verified1,growth1,RMT2,verified2,growth2,TRUE,nonessential
YDR466W,YDR466W,verified1,growth1,YDR466W,verified2,growth2,TRUE,nonessential
YDR467C,YDR467C,verified1,growth1,YDR467C,verified2,growth2,TRUE,nonessential
YDR468C,TLG1,verified1,nogrowth1,TLG1,verified2,nogrowth2,TRUE,essential
YDR469W,YDR469W,verified1,growth1,YDR469W,verified2,growth2,TRUE,nonessential
YDR470C,UGO1,verified1,nogrowth1,UGO1,verified2,nogrowth2,TRUE,essential
YDR471W,RPL27B,verified1,growth1,RPL27B,verified2,growth2,TRUE,nonessential
YDR472W,TRS31,verified1,nogrowth1,TRS31,verified2,nogrowth2,TRUE,essential
YDR473C,prp3,verified1,nogrowth1,prp3,verified2,nogrowth2,TRUE,essential
YDR474C,YDR474C,verified1,growth1,YDR474C,verified2,growth2,TRUE,nonessential
YDR475C,YDR475C,verified1,nogrowth1,YDR475C,verified2,nogrowth2,TRUE,essential
YDR476C,YDR476C,verified1,growth1,YDR476C,verified2,growth2,TRUE,nonessential
YDR477W,snf1,verified1,growth1,snf1,verified2,growth2,TRUE,nonessential
YDR478W,SNM1,verified1,nogrowth1,SNM1,verified2,growth2,TRUE,abnormal
YDR479C,YDR479C,verified1,growth1,YDR479C,verified2,growth2,TRUE,nonessential
YDR480W,DIG2,verified1,growth1,DIG2,verified2,growth2,TRUE,nonessential
YDR481C,pho8,verified1,growth1,pho8,verified2,growth2,TRUE,nonessential
YDR482C,YDR482C,verified1,growth1,YDR482C,verified2,growth2,TRUE,nonessential
YDR483W,kre2,verified1,growth1,kre2,verified2,growth2,TRUE,nonessential
YDR484W,sac2,verified1,growth1,sac2,verified2,growth2,TRUE,nonessential
YDR486C,VPS60,verified1,growth1,VPS60,verified2,growth2,TRUE,nonessential
YDR487C,rib3,verified1,nogrowth1,rib3,verified2,nogrowth2,TRUE,essential
YDR488C,PAC11,verified1,growth1,PAC11,verified2,growth2,TRUE,nonessential
YDR489W,YDR489W,verified1,nogrowth1,YDR489W,verified2,nogrowth2,TRUE,essential
YDR490C,PKH1,verified1,growth1,PKH1,verified2,growth2,TRUE,nonessential
YDR491C,YDR491C,verified1,growth1,YDR491C,verified2,growth2,TRUE,nonessential
YDR493W,YDR493W,verified1,growth1,YDR493W,verified2,growth2,TRUE,nonessential
YDR494W,YDR494W,verified1,growth1,YDR494W,verified2,growth2,TRUE,nonessential
YDR495C,vps3,verified1,growth1,vps3,verified2,growth2,TRUE,nonessential
YDR496C,YDR496C,verified1,growth1,YDR496C,verified2,growth2,TRUE,nonessential
YDR497C,ITR1,verified1,growth1,ITR1,verified2,growth2,TRUE,nonessential
YDR498C,SEC20,verified1,nogrowth1,SEC20,verified2,nogrowth2,TRUE,essential
YDR499W,LCD1,verified1,nogrowth1,LCD1,verified2,nogrowth2,TRUE,essential
YDR500C,RPL37B,verified1,growth1,RPL37B,verified2,growth2,TRUE,nonessential
YDR502C,sam2,verified1,growth1,sam2,verified2,growth2,TRUE,nonessential
YDR503C,LPP1,verified1,growth1,LPP1,verified2,growth2,TRUE,nonessential
YDR504C,YDR504C,verified1,growth1,YDR504C,verified2,growth2,TRUE,nonessential
YDR505C,PSP1,verified1,growth1,PSP1,verified2,growth2,TRUE,nonessential
YDR506C,YDR506C,verified1,growth1,YDR506C,verified2,growth2,TRUE,nonessential
YDR508C,GNP1,verified1,growth1,GNP1,verified2,growth2,TRUE,nonessential
YDR509W,YDR509W,verified1,growth1,YDR509W,verified2,growth2,TRUE,nonessential
YDR510W,SMT3,verified1,nogrowth1,SMT3,verified2,nogrowth2,TRUE,essential
YDR511W,YDR511W,verified1,growth1,YDR511W,verified2,growth2,TRUE,nonessential
YDR512C,YDR512C,verified1,growth1,YDR512C,verified2,growth2,TRUE,nonessential
YDR513W,TTR1,verified1,growth1,TTR1,verified2,growth2,TRUE,nonessential
YDR514C,YDR514C,verified1,growth1,YDR514C,verified2,growth2,TRUE,nonessential
YDR515W,SLF1,verified1,growth1,SLF1,verified2,growth2,TRUE,nonessential
YDR516C,YDR516C,verified1,growth1,YDR516C,verified2,growth2,TRUE,nonessential
YDR517W,GRH1,verified1,growth1,GRH1,verified2,growth2,TRUE,nonessential
YDR519W,fkb2,verified1,growth1,fkb2,verified2,growth2,TRUE,nonessential
YDR520C,YDR520C,verified1,growth1,YDR520C,verified2,growth2,TRUE,nonessential
YDR521W,YDR521W,verified1,growth1,YDR521W,verified2,growth2,TRUE,nonessential
YDR522C,SPS2,verified1,growth1,SPS2,verified2,growth2,TRUE,nonessential
YDR523C,SPS1,verified1,growth1,SPS1,verified2,growth2,TRUE,nonessential
YDR524C,AGE1,verified1,growth1,AGE1,verified2,growth2,TRUE,nonessential
YDR525W,YDR525W,verified1,growth1,YDR525W,verified2,growth2,TRUE,nonessential
YDR525W-A,YDR525W-A,verified1,growth1,YDR525W-A,verified2,growth2,TRUE,nonessential
YDR526C,YDR526C,verified1,nogrowth1,YDR526C,verified2,nogrowth2,TRUE,essential
YDR527W,YDR527W,verified1,nogrowth1,YDR527W,verified2,nogrowth2,TRUE,essential
YDR528W,HLR1,verified1,growth1,HLR1,verified2,growth2,TRUE,nonessential
YDR529C,QCR7,verified1,growth1,QCR7,verified2,growth2,TRUE,nonessential
YDR530C,APA2,verified1,growth1,APA2,verified2,growth2,TRUE,nonessential
YDR531W,YDR531W,verified1,nogrowth1,YDR531W,verified2,nogrowth2,TRUE,essential
YDR532C,YDR532C,verified1,growth1,YDR532C,verified2,growth2,TRUE,nonessential
YDR533C,YDR533C,verified1,nogrowth1,YDR533C,verified2,growth2,TRUE,abnormal
YDR534C,YDR534C,verified1,growth1,YDR534C,verified2,growth2,TRUE,nonessential
YDR535C,YDR535C,verified1,growth1,YDR535C,verified2,growth2,TRUE,nonessential
YDR536W,STL1,verified1,growth1,STL1,verified2,growth2,TRUE,nonessential
YDR537C,YDR537C,verified1,growth1,YDR537C,verified2,growth2,TRUE,nonessential
YDR538W,PAD1,verified1,growth1,PAD1,verified2,growth2,TRUE,nonessential
YDR539W,YDR539W,verified1,growth1,YDR539W,verified2,growth2,TRUE,nonessential
YDR540C,YDR540C,verified1,growth1,YDR540C,verified2,growth2,TRUE,nonessential
YDR541C,YDR541C,verified1,growth1,YDR541C,verified2,growth2,TRUE,nonessential
YEL001C,YEL001C,verified1,growth1,YEL001C,verified2,growth2,TRUE,nonessential
YEL002C,WBP1,verified1,growth1,WBP1,verified2,nogrowth2,TRUE,abnormal
YEL003W,GIM4,verified1,growth1,GIM4,verified2,growth2,TRUE,nonessential
YEL004W,YEA4,verified1,growth1,YEA4,verified2,growth2,TRUE,nonessential
YEL005C,VAB2,verified1,growth1,VAB2,verified2,growth2,TRUE,nonessential
YEL006W,YEL006W,verified1,growth1,YEL006W,verified2,growth2,TRUE,nonessential
YEL007W,TOS9,verified1,growth1,TOS9,verified2,growth2,TRUE,nonessential
YEL008W,YEL008W,verified1,growth1,YEL008W,verified2,growth2,TRUE,nonessential
YEL009C,GCN4,verified1,growth1,GCN4,verified2,growth2,TRUE,nonessential
YEL010W,YEL010W,verified1,growth1,YEL010W,verified2,growth2,TRUE,nonessential
YEL011W,glc3,verified1,growth1,glc3,verified2,growth2,TRUE,nonessential
YEL012W,UBC8,verified1,growth1,UBC8,verified2,growth2,TRUE,nonessential
YEL013W,VAC8,verified1,growth1,VAC8,verified2,growth2,TRUE,nonessential
YEL014C,YEL014C,verified1,growth1,YEL014C,verified2,growth2,TRUE,nonessential
YEL015W,YEL015W,verified1,growth1,YEL015W,verified2,growth2,TRUE,nonessential
YEL016C,YEL016C,verified1,growth1,YEL016C,verified2,growth2,TRUE,nonessential
YEL017C-A,PMP2,verified1,growth1,PMP2,verified2,growth2,TRUE,nonessential
YEL017W,YEL017W,verified1,growth1,YEL017W,verified2,growth2,TRUE,nonessential
YEL018W,YEL018W,verified1,growth1,YEL018W,verified2,growth2,TRUE,nonessential
YEL019C,MMS21,verified1,nogrowth1,MMS21,verified2,nogrowth2,TRUE,essential
YEL020C,YEL020C,verified1,growth1,YEL020C,verified2,growth2,TRUE,nonessential
YEL023C,YEL023C,verified1,growth1,YEL023C,verified2,growth2,TRUE,nonessential
YEL024W,RIP1,verified1,growth1,RIP1,verified2,growth2,TRUE,nonessential
YEL025C,SRI1,verified1,growth1,SRI1,verified2,growth2,TRUE,nonessential
YEL026W,SNU13,verified1,nogrowth1,SNU13,verified2,nogrowth2,TRUE,essential
YEL027W,cup5,verified1,growth1,cup5,verified2,growth2,TRUE,nonessential
YEL028W,YEL028W,verified1,growth1,YEL028W,verified2,growth2,TRUE,nonessential
YEL029C,BUD16,verified1,growth1,BUD16,verified2,growth2,TRUE,nonessential
YEL030W,ECM10,verified1,growth1,ECM10,verified2,growth2,TRUE,nonessential
YEL031W,SPF1,verified1,growth1,SPF1,verified2,growth2,TRUE,nonessential
YEL032W,mcm3,verified1,nogrowth1,mcm3,verified2,nogrowth2,TRUE,essential
YEL033W,YEL033W,verified1,growth1,YEL033W,verified2,growth2,TRUE,nonessential
YEL034W,HYP2,verified1,nogrowth1,HYP2,verified2,nogrowth2,TRUE,essential
YEL035C,UTR5,verified1,nogrowth1,UTR5,verified2,nogrowth2,TRUE,essential
YEL036C,anp1,verified1,growth1,anp1,verified2,growth2,TRUE,nonessential
YEL037C,rad23,verified1,growth1,rad23,verified2,growth2,TRUE,nonessential
YEL038W,UTR4,verified1,growth1,UTR4,verified2,growth2,TRUE,nonessential
YEL039C,cyc7,verified1,growth1,cyc7,verified2,growth2,TRUE,nonessential
YEL040W,UTR2,verified1,growth1,UTR2,verified2,growth2,TRUE,nonessential
YEL042W,GDA1,verified1,growth1,GDA1,verified2,growth2,TRUE,nonessential
YEL043W,YEL043W,verified1,growth1,YEL043W,verified2,growth2,TRUE,nonessential
YEL044W,YEL044W,verified1,growth1,YEL044W,verified2,growth2,TRUE,nonessential
YEL045C,YEL045C,verified1,growth1,YEL045C,verified2,growth2,TRUE,nonessential
YEL046C,GLY1,verified1,growth1,GLY1,verified2,growth2,TRUE,nonessential
YEL047C,YEL047C,verified1,growth1,YEL047C,verified2,growth2,TRUE,nonessential
YEL048C,YEL048C,verified1,growth1,YEL048C,verified2,growth2,TRUE,nonessential
YEL049W,PAU2,verified1,growth1,PAU2,verified2,growth2,TRUE,nonessential
YEL050C,RML2,verified1,growth1,RML2,verified2,growth2,TRUE,nonessential
YEL051W,VMA8,verified1,growth1,VMA8,verified2,growth2,TRUE,nonessential
YEL052W,AFG1,verified1,growth1,AFG1,verified2,growth2,TRUE,nonessential
YEL053C,mak10,verified1,growth1,mak10,verified2,growth2,TRUE,nonessential
YEL054C,RPL12A,verified1,growth1,RPL12A,verified2,growth2,TRUE,nonessential
YEL055C,POL5,verified1,nogrowth1,POL5,verified2,growth2,TRUE,abnormal
YEL056W,HAT2,verified1,growth1,HAT2,verified2,growth2,TRUE,nonessential
YEL057C,YEL057C,verified1,growth1,YEL057C,verified2,growth2,TRUE,nonessential
YEL058W,PCM1,verified1,nogrowth1,PCM1,verified2,nogrowth2,TRUE,essential
YEL059W,YEL059W,verified1,growth1,YEL059W,verified2,growth2,TRUE,nonessential
YEL060C,prb1,verified1,growth1,prb1,verified2,growth2,TRUE,nonessential
YEL061C,CIN8,verified1,growth1,CIN8,verified2,growth2,TRUE,nonessential
YEL062W,NPR2,verified1,growth1,NPR2,verified2,growth2,TRUE,nonessential
YEL063C,can1,verified1,growth1,can1,verified2,growth2,TRUE,nonessential
YEL064C,YEL064C,verified1,growth1,YEL064C,verified2,growth2,TRUE,nonessential
YEL065W,SIT1,verified1,growth1,SIT1,verified2,growth2,TRUE,nonessential
YEL066W,HPA3,verified1,growth1,HPA3,verified2,growth2,TRUE,nonessential
YEL067C,YEL067C,verified1,growth1,YEL067C,verified2,growth2,TRUE,nonessential
YEL068C,YEL068C,verified1,growth1,YEL068C,verified2,growth2,TRUE,nonessential
YEL071W,DLD3,verified1,growth1,DLD3,verified2,growth2,TRUE,nonessential
YEL072W,YEL072W,verified1,growth1,YEL072W,verified2,growth2,TRUE,nonessential
YER001W,mnn1,verified1,growth1,mnn1,verified2,growth2,TRUE,nonessential
YER002W,YER002W,verified1,growth1,YER002W,verified2,growth2,TRUE,nonessential
YER003C,PMI40,verified1,nogrowth1,PMI40,verified2,nogrowth2,TRUE,essential
YER004W,YER004W,verified1,growth1,YER004W,verified2,growth2,TRUE,nonessential
YER005W,YND1,verified1,growth1,YND1,verified2,growth2,TRUE,nonessential
YER006W,YER006W,verified1,nogrowth1,YER006W,verified2,nogrowth2,TRUE,essential
YER007C-A,YER007C-A,verified1,growth1,YER007C-A,verified2,growth2,TRUE,nonessential
YER007W,PAC2,verified1,growth1,PAC2,verified2,growth2,TRUE,nonessential
YER008C,sec3,verified1,nogrowth1,sec3,verified2,nogrowth2,TRUE,essential
YER009W,NTF2,verified1,nogrowth1,NTF2,verified2,nogrowth2,TRUE,essential
YER010C,YER010C,verified1,growth1,YER010C,verified2,growth2,TRUE,nonessential
YER011W,TIR1,verified1,growth1,TIR1,verified2,growth2,TRUE,nonessential
YER012W,pre1,verified1,growth1,pre1,verified2,growth2,TRUE,nonessential
YER013W,prp22,verified1,growth1,prp22,verified2,growth2,TRUE,nonessential
YER014C-A,BUD25,verified1,growth1,BUD25,verified2,growth2,TRUE,nonessential
YER014W,HEM14,verified1,growth1,HEM14,verified2,growth2,TRUE,nonessential
YER016W,BIM1,verified1,growth1,BIM1,verified2,growth2,TRUE,nonessential
YER017C,AFG3,verified1,growth1,AFG3,verified2,growth2,TRUE,nonessential
