orf,gene.x,Anno1,Growth1,gene.y,Anno2,Growth2,name.check,essenflag
YHR172W,SPC97,verified1,nogrowth1,SPC97,verified2,nogrowth2,TRUE,essential
YHR176W,YHR176W,verified1,growth1,YHR176W,verified2,growth2,TRUE,nonessential
YHR177W,YHR177W,verified1,growth1,YHR177W,verified2,growth2,TRUE,nonessential
YHR178W,STB5,verified1,growth1,STB5,verified2,growth2,TRUE,nonessential
YHR179W,OYE2,verified1,growth1,OYE2,verified2,growth2,TRUE,nonessential
YHR180W,YHR180W,verified1,growth1,YHR180W,verified2,growth2,TRUE,nonessential
YHR181W,YHR181W,verified1,growth1,YHR181W,verified2,growth2,TRUE,nonessential
YHR183W,GND1,verified1,growth1,GND1,verified2,growth2,TRUE,nonessential
YHR184W,SSP1,verified1,growth1,SSP1,verified2,growth2,TRUE,nonessential
YHR185C,ADY1,verified1,growth1,ADY1,verified2,growth2,TRUE,nonessential
YHR186C,YHR186C,verified1,nogrowth1,YHR186C,verified2,nogrowth2,TRUE,essential
YHR188C,YHR188C,verified1,nogrowth1,YHR188C,verified2,nogrowth2,TRUE,essential
YHR189W,YHR189W,verified1,growth1,YHR189W,verified2,growth2,TRUE,nonessential
YHR190W,ERG9,verified1,nogrowth1,ERG9,verified2,nogrowth2,TRUE,essential
YHR191C,CTF8,verified1,growth1,CTF8,verified2,growth2,TRUE,nonessential
YHR193C,EGD2,verified1,growth1,EGD2,verified2,growth2,TRUE,nonessential
YHR194W,YHR194W,verified1,growth1,YHR194W,verified2,growth2,TRUE,nonessential
YHR195W,NVJ1,verified1,growth1,NVJ1,verified2,growth2,TRUE,nonessential
YHR196W,YHR196W,verified1,nogrowth1,YHR196W,verified2,nogrowth2,TRUE,essential
YHR198C,YHR198C,verified1,growth1,YHR198C,verified2,growth2,TRUE,nonessential
YHR199C,YHR199C,verified1,growth1,YHR199C,verified2,growth2,TRUE,nonessential
YHR200W,RPN10,verified1,growth1,RPN10,verified2,growth2,TRUE,nonessential
YHR202W,YHR202W,verified1,growth1,YHR202W,verified2,growth2,TRUE,nonessential
YHR203C,RPS4B,verified1,growth1,RPS4B,verified2,growth2,TRUE,nonessential
YHR204W,HTM1,verified1,growth1,HTM1,verified2,growth2,TRUE,nonessential
YHR206W,SKN7,verified1,growth1,SKN7,verified2,growth2,TRUE,nonessential
YHR207C,YHR207C,verified1,growth1,YHR207C,verified2,growth2,TRUE,nonessential
YHR209W,YHR209W,verified1,growth1,YHR209W,verified2,growth2,TRUE,nonessential
YHR210C,YHR210C,verified1,growth1,YHR210C,verified2,growth2,TRUE,nonessential
YIL001W,YIL001W,verified1,growth1,YIL001W,verified2,growth2,TRUE,nonessential
YIL002C,INP51,verified1,growth1,INP51,verified2,growth2,TRUE,nonessential
YIL003W,YIL003W,verified1,nogrowth1,YIL003W,verified2,nogrowth2,TRUE,essential
YIL004C,BET1,verified1,nogrowth1,BET1,verified2,nogrowth2,TRUE,essential
YIL005W,YIL005W,verified1,growth1,YIL005W,verified2,growth2,TRUE,nonessential
YIL006W,YIL006W,verified1,growth1,YIL006W,verified2,growth2,TRUE,nonessential
YIL007C,YIL007C,verified1,growth1,YIL007C,verified2,growth2,TRUE,nonessential
YIL008W,URM1,verified1,growth1,URM1,verified2,growth2,TRUE,nonessential
YIL009C-A,EST3,verified1,growth1,EST3,verified2,growth2,TRUE,nonessential
YIL009W,FAA3,verified1,growth1,FAA3,verified2,growth2,TRUE,nonessential
YIL010W,DOT5,verified1,growth1,DOT5,verified2,growth2,TRUE,nonessential
YIL011W,YIL011W,verified1,growth1,YIL011W,verified2,growth2,TRUE,nonessential
YIL012W,YIL012W,verified1,growth1,YIL012W,verified2,growth2,TRUE,nonessential
YIL013C,PDR11,verified1,growth1,PDR11,verified2,growth2,TRUE,nonessential
YIL014W,MNT3,verified1,growth1,MNT3,verified2,growth2,TRUE,nonessential
YIL015C-A,YIL015C-A,verified1,growth1,YIL015C-A,verified2,growth2,TRUE,nonessential
YIL015W,bar1,verified1,growth1,bar1,verified2,growth2,TRUE,nonessential
YIL016W,snl1,questionable1,growth1,snl1,verified2,growth2,TRUE,nonessential
YIL017C,VID28,verified1,growth1,VID28,verified2,growth2,TRUE,nonessential
YIL018W,RPL2B,verified1,growth1,RPL2B,verified2,growth2,TRUE,nonessential
YIL019W,YIL019W,verified1,nogrowth1,YIL019W,verified2,nogrowth2,TRUE,essential
YIL020C,his6,verified1,growth1,his6,verified2,growth2,TRUE,nonessential
YIL021W,RPB3,verified1,nogrowth1,RPB3,verified2,nogrowth2,TRUE,essential
YIL022W,TIM44,verified1,growth1,TIM44,verified2,growth2,TRUE,nonessential
YIL023C,YIL023C,verified1,growth1,YIL023C,verified2,growth2,TRUE,nonessential
YIL024C,YIL024C,verified1,growth1,YIL024C,verified2,growth2,TRUE,nonessential
YIL025C,YIL025C,verified1,growth1,YIL025C,verified2,growth2,TRUE,nonessential
YIL026C,IRR1,verified1,nogrowth1,IRR1,verified2,nogrowth2,TRUE,essential
YIL027C,YIL027C,verified1,growth1,YIL027C,verified2,growth2,TRUE,nonessential
YIL028W,YIL028W,verified1,growth1,YIL028W,verified2,growth2,TRUE,nonessential
YIL029C,YIL029C,verified1,growth1,YIL029C,verified2,growth2,TRUE,nonessential
YIL030C,SSM4,verified1,growth1,SSM4,verified2,growth2,TRUE,nonessential
YIL031W,ULP2,verified1,nogrowth1,ULP2,verified2,nogrowth2,TRUE,essential
YIL032C,YIL032C,verified1,growth1,YIL032C,verified2,growth2,TRUE,nonessential
YIL033C,bcy1,verified1,nogrowth1,bcy1,verified2,nogrowth2,TRUE,essential
YIL034C,cap2,verified1,growth1,cap2,verified2,growth2,TRUE,nonessential
YIL035C,cka1,verified1,growth1,cka1,verified2,growth2,TRUE,nonessential
YIL036W,CST6,verified1,growth1,CST6,verified2,growth2,TRUE,nonessential
YIL037C,PRM2,verified1,growth1,PRM2,verified2,growth2,TRUE,nonessential
YIL038C,NOT3,verified1,growth1,NOT3,verified2,growth2,TRUE,nonessential
YIL039W,YIL039W,verified1,growth1,YIL039W,verified2,growth2,TRUE,nonessential
YIL040W,YIL040W,verified1,growth1,YIL040W,verified2,growth2,TRUE,nonessential
YIL042C,YIL042C,verified1,growth1,YIL042C,verified2,growth2,TRUE,nonessential
YIL043C,CBR1,verified1,growth1,CBR1,verified2,growth2,TRUE,nonessential
YIL045W,PIG2,verified1,growth1,PIG2,verified2,growth2,TRUE,nonessential
YIL046W,MET30,verified1,growth1,MET30,verified2,growth2,TRUE,nonessential
YIL047C,SYG1,verified1,growth1,SYG1,verified2,growth2,TRUE,nonessential
YIL048W,NEO1,verified1,nogrowth1,NEO1,verified2,nogrowth2,TRUE,essential
YIL049W,DFG10,verified1,nogrowth1,DFG10,verified2,growth2,TRUE,abnormal
YIL050W,PCL7,verified1,growth1,PCL7,verified2,growth2,TRUE,nonessential
YIL051C,MMD1,verified1,nogrowth1,MMD1,verified2,nogrowth2,TRUE,essential
YIL052C,RPL34B,verified1,growth1,RPL34B,verified2,growth2,TRUE,nonessential
YIL053W,RHR2,verified1,growth1,RHR2,verified2,growth2,TRUE,nonessential
YIL054W,YIL054W,verified1,growth1,YIL054W,verified2,growth2,TRUE,nonessential
YIL055C,YIL055C,verified1,growth1,YIL055C,verified2,growth2,TRUE,nonessential
YIL056W,YIL056W,verified1,growth1,YIL056W,verified2,growth2,TRUE,nonessential
YIL057C,YIL057C,verified1,growth1,YIL057C,verified2,growth2,TRUE,nonessential
YIL058W,YIL058W,verified1,growth1,YIL058W,verified2,growth2,TRUE,nonessential
YIL059C,YIL059C,verified1,growth1,YIL059C,verified2,growth2,TRUE,nonessential
YIL060W,YIL060W,verified1,growth1,YIL060W,verified2,growth2,TRUE,nonessential
YIL061C,SNP1,verified1,nogrowth1,SNP1,verified2,nogrowth2,TRUE,essential
YIL062C,ARC15,verified1,nogrowth1,ARC15,verified2,nogrowth2,TRUE,essential
YIL063C,YRB2,verified1,nogrowth1,YRB2,verified2,nogrowth2,TRUE,essential
YIL064W,YIL064W,verified1,growth1,YIL064W,verified2,growth2,TRUE,nonessential
YIL065C,FIS1,verified1,growth1,FIS1,verified2,growth2,TRUE,nonessential
YIL066C,RNR3,verified1,growth1,RNR3,verified2,growth2,TRUE,nonessential
YIL067C,YIL067C,verified1,growth1,YIL067C,verified2,growth2,TRUE,nonessential
YIL068C,SEC6,verified1,nogrowth1,SEC6,verified2,nogrowth2,TRUE,essential
YIL069C,RPS24B,verified1,growth1,RPS24B,verified2,growth2,TRUE,nonessential
YIL070C,MAM33,verified1,growth1,MAM33,verified2,growth2,TRUE,nonessential
YIL071C,YIL071C,verified1,growth1,YIL071C,verified2,growth2,TRUE,nonessential
YIL072W,hop1,verified1,growth1,hop1,verified2,growth2,TRUE,nonessential
YIL073C,SPO22,verified1,growth1,SPO22,verified2,growth2,TRUE,nonessential
YIL074C,SER33,verified1,growth1,SER33,verified2,growth2,TRUE,nonessential
YIL075C,RPN2,verified1,nogrowth1,RPN2,verified2,nogrowth2,TRUE,essential
YIL076W,SEC28,verified1,growth1,SEC28,verified2,growth2,TRUE,nonessential
YIL077C,YIL077C,verified1,growth1,YIL077C,verified2,growth2,TRUE,nonessential
YIL078W,THS1,verified1,growth1,THS1,verified2,nogrowth2,TRUE,abnormal
YIL079C,YIL079C,verified1,growth1,YIL079C,verified2,growth2,TRUE,nonessential
YIL083C,YIL083C,verified1,nogrowth1,YIL083C,verified2,nogrowth2,TRUE,essential
YIL084C,SDS3,verified1,growth1,SDS3,verified2,growth2,TRUE,nonessential
YIL085C,KTR7,verified1,growth1,KTR7,verified2,growth2,TRUE,nonessential
YIL086C,YIL086C,verified1,growth1,YIL086C,verified2,growth2,TRUE,nonessential
YIL087C,YIL087C,verified1,growth1,YIL087C,verified2,growth2,TRUE,nonessential
YIL088C,YIL088C,verified1,growth1,YIL088C,verified2,growth2,TRUE,nonessential
YIL089W,YIL089W,verified1,growth1,YIL089W,verified2,growth2,TRUE,nonessential
YIL090W,YIL090W,verified1,growth1,YIL090W,verified2,growth2,TRUE,nonessential
YIL091C,YIL091C,verified1,nogrowth1,YIL091C,verified2,nogrowth2,TRUE,essential
YIL092W,YIL092W,verified1,growth1,YIL092W,verified2,growth2,TRUE,nonessential
YIL093C,RSM25,verified1,growth1,RSM25,verified2,growth2,TRUE,nonessential
YIL094C,LYS12,verified1,growth1,LYS12,verified2,growth2,TRUE,nonessential
YIL095W,PRK1,verified1,growth1,PRK1,verified2,growth2,TRUE,nonessential
YIL096C,YIL096C,verified1,growth1,YIL096C,verified2,growth2,TRUE,nonessential
YIL097W,YIL097W,verified1,growth1,YIL097W,verified2,growth2,TRUE,nonessential
YIL098C,FMC1,verified1,growth1,FMC1,verified2,growth2,TRUE,nonessential
YIL099W,sga1,verified1,growth1,sga1,verified2,growth2,TRUE,nonessential
YIL100W,YIL100W,verified1,growth1,YIL100W,verified2,growth2,TRUE,nonessential
YIL101C,XBP1,verified1,growth1,XBP1,verified2,growth2,TRUE,nonessential
YIL102C,YIL102C,verified1,growth1,YIL102C,verified2,growth2,TRUE,nonessential
YIL103W,YIL103W,verified1,growth1,YIL103W,verified2,growth2,TRUE,nonessential
YIL104C,YIL104C,verified1,nogrowth1,YIL104C,verified2,nogrowth2,TRUE,essential
YIL105C,YIL105C,verified1,growth1,YIL105C,verified2,growth2,TRUE,nonessential
YIL106W,MOB1,verified1,nogrowth1,MOB1,verified2,nogrowth2,TRUE,essential
YIL107C,PFK26,verified1,growth1,PFK26,verified2,growth2,TRUE,nonessential
YIL108W,YIL108W,verified1,growth1,YIL108W,verified2,growth2,TRUE,nonessential
YIL109C,SEC24,verified1,nogrowth1,SEC24,verified2,nogrowth2,TRUE,essential
YIL110W,YIL110W,verified1,growth1,YIL110W,verified2,growth2,TRUE,nonessential
YIL111W,COX5b,verified1,growth1,COX5b,verified2,growth2,TRUE,nonessential
YIL112W,YIL112W,verified1,growth1,YIL112W,verified2,growth2,TRUE,nonessential
YIL113W,YIL113W,verified1,growth1,YIL113W,verified2,growth2,TRUE,nonessential
YIL114C,POR2,verified1,growth1,POR2,verified2,growth2,TRUE,nonessential
YIL115C,NUP159,verified1,nogrowth1,NUP159,verified2,nogrowth2,TRUE,essential
YIL116W,his5,verified1,growth1,his5,verified2,growth2,TRUE,nonessential
YIL117C,PRM5,verified1,growth1,PRM5,verified2,growth2,TRUE,nonessential
YIL118W,RHO3,verified1,nogrowth1,RHO3,verified2,nogrowth2,TRUE,essential
YIL119C,RPI1,verified1,growth1,RPI1,verified2,growth2,TRUE,nonessential
YIL120W,QDR1,verified1,growth1,QDR1,verified2,growth2,TRUE,nonessential
YIL121W,YIL121W,verified1,growth1,YIL121W,verified2,growth2,TRUE,nonessential
YIL122W,YIL122W,verified1,nogrowth1,YIL122W,verified2,nogrowth2,TRUE,essential
YIL123W,SIM1,verified1,growth1,SIM1,verified2,growth2,TRUE,nonessential
YIL124W,AYR1,verified1,growth1,AYR1,verified2,growth2,TRUE,nonessential
YIL125W,kgd1,verified1,growth1,kgd1,verified2,growth2,TRUE,nonessential
YIL126W,STH1,verified1,nogrowth1,STH1,verified2,nogrowth2,TRUE,essential
YIL128W,MET18,verified1,growth1,MET18,verified2,growth2,TRUE,nonessential
YIL129C,TAO3,verified1,nogrowth1,TAO3,verified2,nogrowth2,TRUE,essential
YIL130W,YIL130W,verified1,growth1,YIL130W,verified2,growth2,TRUE,nonessential
YIL131C,FKH1,verified1,growth1,FKH1,verified2,growth2,TRUE,nonessential
YIL132C,YIL132C,verified1,growth1,YIL132C,verified2,growth2,TRUE,nonessential
YIL133C,rpl16A,verified1,growth1,rpl16A,verified2,growth2,TRUE,nonessential
YIL134W,FLX1,verified1,growth1,FLX1,verified2,growth2,TRUE,nonessential
YIL135C,YIL135C,verified1,growth1,YIL135C,verified2,growth2,TRUE,nonessential
YIL136W,OM45,verified1,growth1,OM45,verified2,growth2,TRUE,nonessential
YIL137C,YIL137C,verified1,growth1,YIL137C,verified2,growth2,TRUE,nonessential
YIL138C,TPM2,verified1,growth1,TPM2,verified2,growth2,TRUE,nonessential
YIL140W,AXL2,verified1,growth1,AXL2,verified2,growth2,TRUE,nonessential
YIL141W,YIL141W,verified1,growth1,YIL141W,verified2,growth2,TRUE,nonessential
YIL142W,CCT2,verified1,nogrowth1,CCT2,verified2,nogrowth2,TRUE,essential
YIL144W,TID3,verified1,nogrowth1,TID3,verified2,nogrowth2,TRUE,essential
YIL145C,YIL145C,verified1,growth1,YIL145C,verified2,growth2,TRUE,nonessential
YIL146C,ECM37,verified1,growth1,ECM37,verified2,growth2,TRUE,nonessential
YIL147C,SLN1,verified1,nogrowth1,SLN1,verified2,nogrowth2,TRUE,essential
YIL148W,RPL40A,verified1,growth1,RPL40A,verified2,growth2,TRUE,nonessential
YIL149C,MLP2,verified1,growth1,MLP2,verified2,growth2,TRUE,nonessential
YIL150C,DNA43,verified1,nogrowth1,DNA43,verified2,nogrowth2,TRUE,essential
YIL152W,YIL152W,verified1,growth1,YIL152W,verified2,growth2,TRUE,nonessential
YIL153W,RRD1,verified1,growth1,RRD1,verified2,growth2,TRUE,nonessential
YIL154C,IMP2,verified1,growth1,IMP2,verified2,growth2,TRUE,nonessential
YIL155C,gut2,verified1,growth1,gut2,verified2,growth2,TRUE,nonessential
YIL156W,UBP7,verified1,growth1,UBP7,verified2,growth2,TRUE,nonessential
YIL157C,YIL157C,verified1,growth1,YIL157C,verified2,growth2,TRUE,nonessential
YIL158W,YIL158W,verified1,growth1,YIL158W,verified2,growth2,TRUE,nonessential
YIL159W,BNR1,verified1,growth1,BNR1,verified2,growth2,TRUE,nonessential
YIL160C,pot1,verified1,growth1,pot1,verified2,growth2,TRUE,nonessential
YIL161W,YIL161W,verified1,growth1,YIL161W,verified2,growth2,TRUE,nonessential
YIL162W,SUC2,verified1,growth1,SUC2,verified2,growth2,TRUE,nonessential
YIL163C,YIL163C,verified1,growth1,YIL163C,verified2,growth2,TRUE,nonessential
YIL164C,NIT1,verified1,growth1,NIT1,verified2,growth2,TRUE,nonessential
YIL165C,YIL165C,verified1,growth1,YIL165C,verified2,growth2,TRUE,nonessential
YIL166C,YIL166C,verified1,growth1,YIL166C,verified2,growth2,TRUE,nonessential
YIL167W,YIL167W,verified1,growth1,YIL167W,verified2,growth2,TRUE,nonessential
YIL168W,SDL1,verified1,growth1,SDL1,verified2,growth2,TRUE,nonessential
YIL170W,HXT12,verified1,growth1,HXT12,verified2,growth2,TRUE,nonessential
YIL171W,HXT12,verified1,nogrowth1,HXT12,verified2,nogrowth2,TRUE,essential
YIL173W,VTH1,verified1,growth1,VTH1,verified2,growth2,TRUE,nonessential
YIR001C,SGN1,verified1,growth1,SGN1,verified2,growth2,TRUE,nonessential
YIR002C,MPH1,verified1,growth1,MPH1,verified2,growth2,TRUE,nonessential
YIR003W,YIR003W,verified1,growth1,YIR003W,verified2,growth2,TRUE,nonessential
YIR004W,DJP1,verified1,growth1,DJP1,verified2,growth2,TRUE,nonessential
YIR005W,IST3,verified1,growth1,IST3,verified2,growth2,TRUE,nonessential
YIR006C,PAN1,verified1,nogrowth1,PAN1,verified2,nogrowth2,TRUE,essential
YIR007W,YIR007W,verified1,growth1,YIR007W,verified2,growth2,TRUE,nonessential
YIR008C,PRI1,verified1,nogrowth1,PRI1,verified2,nogrowth2,TRUE,essential
YIR009W,MSL1,verified1,growth1,MSL1,verified2,growth2,TRUE,nonessential
YIR010W,YIR010W,verified1,nogrowth1,YIR010W,verified2,nogrowth2,TRUE,essential
YIR011C,STS1,verified1,nogrowth1,STS1,verified2,nogrowth2,TRUE,essential
YIR012W,SQT1,verified1,nogrowth1,SQT1,verified2,nogrowth2,TRUE,essential
YIR013C,GAT4,verified1,growth1,GAT4,verified2,growth2,TRUE,nonessential
YIR014W,YIR014W,verified1,growth1,YIR014W,verified2,growth2,TRUE,nonessential
YIR015W,RPR2,verified1,nogrowth1,RPR2,verified2,nogrowth2,TRUE,essential
YIR016W,YIR016W,verified1,growth1,YIR016W,verified2,growth2,TRUE,nonessential
YIR017C,MET28,verified1,growth1,MET28,verified2,growth2,TRUE,nonessential
YIR018W,YAP5,verified1,growth1,YAP5,verified2,growth2,TRUE,nonessential
YIR019C,MUC1,verified1,growth1,MUC1,verified2,growth2,TRUE,nonessential
YIR020C,YIR020C,verified1,growth1,YIR020C,verified2,growth2,TRUE,nonessential
YIR020W-B,YIR020W-B,verified1,growth1,YIR020W-B,verified2,growth2,TRUE,nonessential
YIR021W,mrs1,verified1,growth1,mrs1,verified2,growth2,TRUE,nonessential
YIR022W,sec11,verified1,nogrowth1,sec11,verified2,nogrowth2,TRUE,essential
YIR023W,dal81,verified1,growth1,dal81,verified2,growth2,TRUE,nonessential
YIR024C,GIF1,verified1,growth1,GIF1,verified2,growth2,TRUE,nonessential
YIR025W,YIR025W,verified1,growth1,YIR025W,verified2,growth2,TRUE,nonessential
YIR026C,yvh1,verified1,growth1,yvh1,verified2,growth2,TRUE,nonessential
YIR027C,dal1,verified1,growth1,dal1,verified2,growth2,TRUE,nonessential
YIR028W,dal4,verified1,growth1,dal4,verified2,growth2,TRUE,nonessential
YIR029W,dal2,verified1,growth1,dal2,verified2,growth2,TRUE,nonessential
YIR030C,dcg1,verified1,growth1,dcg1,verified2,growth2,TRUE,nonessential
YIR031C,dal7,verified1,growth1,dal7,verified2,growth2,TRUE,nonessential
YIR032C,dal3,verified1,growth1,dal3,verified2,growth2,TRUE,nonessential
YIR033W,MGA2,verified1,growth1,MGA2,verified2,growth2,TRUE,nonessential
YIR034C,lys1,verified1,growth1,lys1,verified2,growth2,TRUE,nonessential
YIR035C,YIR035C,verified1,growth1,YIR035C,verified2,growth2,TRUE,nonessential
YIR036C,YIR036C,verified1,growth1,YIR036C,verified2,growth2,TRUE,nonessential
YIR037W,HYR1,verified1,growth1,HYR1,verified2,growth2,TRUE,nonessential
YIR038C,GTT1,verified1,growth1,GTT1,verified2,growth2,TRUE,nonessential
YIR039C,YPS6,verified1,growth1,YPS6,verified2,growth2,TRUE,nonessential
YIR042C,YIR042C,verified1,growth1,YIR042C,verified2,growth2,TRUE,nonessential
YIR043C,YIR043C,verified1,growth1,YIR043C,verified2,growth2,TRUE,nonessential
YIR044C,YIR044C,verified1,growth1,YIR044C,verified2,growth2,TRUE,nonessential
YJL001W,PRE3,verified1,nogrowth1,PRE3,verified2,nogrowth2,TRUE,essential
YJL002C,OST1,verified1,nogrowth1,OST1,verified2,nogrowth2,TRUE,essential
YJL003W,YJL003W,verified1,growth1,YJL003W,verified2,growth2,TRUE,nonessential
YJL004C,SYS1,verified1,growth1,SYS1,verified2,growth2,TRUE,nonessential
YJL005W,CYR1,verified1,nogrowth1,CYR1,verified2,nogrowth2,TRUE,essential
YJL006C,CTK2,verified1,nogrowth1,CTK2,verified2,nogrowth2,TRUE,essential
YJL007C,YJL007C,verified1,growth1,YJL007C,verified2,growth2,TRUE,nonessential
YJL009W,YJL009W,verified1,nogrowth1,YJL009W,verified2,nogrowth2,TRUE,essential
YJL010C,YJL010C,verified1,nogrowth1,YJL010C,verified2,nogrowth2,TRUE,essential
YJL011C,YJL011C,verified1,nogrowth1,YJL011C,verified2,nogrowth2,TRUE,essential
YJL012C,VTC4,verified1,growth1,VTC4,verified2,growth2,TRUE,nonessential
YJL013C,MAD3,verified1,growth1,MAD3,verified2,growth2,TRUE,nonessential
YJL014W,CCT3,verified1,nogrowth1,CCT3,verified2,nogrowth2,TRUE,essential
YJL015C,YJL015C,verified1,nogrowth1,YJL015C,verified2,nogrowth2,TRUE,essential
YJL016W,YJL016W,verified1,growth1,YJL016W,verified2,growth2,TRUE,nonessential
YJL017W,YJL017W,verified1,growth1,YJL017W,verified2,growth2,TRUE,nonessential
YJL018W,YJL018W,verified1,nogrowth1,YJL018W,verified2,nogrowth2,TRUE,essential
YJL019W,YJL019W,verified1,nogrowth1,YJL019W,verified2,nogrowth2,TRUE,essential
YJL020C,YJL020C,verified1,growth1,YJL020C,verified2,growth2,TRUE,nonessential
YJL021C,YJL021C,verified1,growth1,YJL021C,verified2,growth2,TRUE,nonessential
YJL022W,YJL022W,verified1,growth1,YJL022W,verified2,growth2,TRUE,nonessential
YJL023C,PET130,verified1,growth1,PET130,verified2,growth2,TRUE,nonessential
YJL024C,APS3,verified1,growth1,APS3,verified2,growth2,TRUE,nonessential
YJL025W,RRN7,verified1,nogrowth1,RRN7,verified2,nogrowth2,TRUE,essential
YJL026W,rnr2,verified1,nogrowth1,rnr2,verified2,nogrowth2,TRUE,essential
YJL027C,YJL027C,verified1,growth1,YJL027C,verified2,growth2,TRUE,nonessential
YJL028W,YJL028W,verified1,growth1,YJL028W,verified2,growth2,TRUE,nonessential
YJL029C,VPS53,verified1,growth1,VPS53,verified2,growth2,TRUE,nonessential
YJL030W,MAD2,verified1,growth1,MAD2,verified2,growth2,TRUE,nonessential
YJL031C,BET4,verified1,nogrowth1,BET4,verified2,nogrowth2,TRUE,essential
YJL032W,YJL032W,verified1,nogrowth1,YJL032W,verified2,nogrowth2,TRUE,essential
YJL033W,HCA4,verified1,nogrowth1,HCA4,verified2,nogrowth2,TRUE,essential
YJL034W,KAR2,verified1,nogrowth1,KAR2,verified2,nogrowth2,TRUE,essential
YJL035C,TAD2,verified1,nogrowth1,TAD2,verified2,nogrowth2,TRUE,essential
YJL036W,SNX4,verified1,growth1,SNX4,verified2,growth2,TRUE,nonessential
YJL037W,YJL037W,verified1,growth1,YJL037W,verified2,growth2,TRUE,nonessential
YJL038C,YJL038C,verified1,growth1,YJL038C,verified2,growth2,TRUE,nonessential
YJL039C,NUP192,verified1,nogrowth1,NUP192,verified2,nogrowth2,TRUE,essential
YJL041W,NSP1,verified1,nogrowth1,NSP1,verified2,nogrowth2,TRUE,essential
YJL042W,MHP1,verified1,growth1,MHP1,verified2,growth2,TRUE,nonessential
YJL043W,YJL043W,verified1,growth1,YJL043W,verified2,growth2,TRUE,nonessential
YJL044C,GYP6,verified1,growth1,GYP6,verified2,growth2,TRUE,nonessential
YJL045W,YJL045W,verified1,growth1,YJL045W,verified2,growth2,TRUE,nonessential
YJL046W,YJL046W,verified1,growth1,YJL046W,verified2,growth2,TRUE,nonessential
YJL047C,RTT101,verified1,growth1,RTT101,verified2,growth2,TRUE,nonessential
YJL048C,YJL048C,verified1,growth1,YJL048C,verified2,growth2,TRUE,nonessential
YJL049W,YJL049W,verified1,growth1,YJL049W,verified2,growth2,TRUE,nonessential
YJL050W,MTR4,verified1,nogrowth1,MTR4,verified2,nogrowth2,TRUE,essential
YJL051W,YJL051W,verified1,growth1,YJL051W,verified2,growth2,TRUE,nonessential
YJL052W,TDH1,verified1,growth1,TDH1,verified2,growth2,TRUE,nonessential
YJL053W,PEP8,verified1,growth1,PEP8,verified2,growth2,TRUE,nonessential
YJL054W,TIM54,verified1,growth1,TIM54,verified2,growth2,TRUE,nonessential
YJL055W,YJL055W,verified1,growth1,YJL055W,verified2,growth2,TRUE,nonessential
YJL056C,ZAP1,verified1,growth1,ZAP1,verified2,growth2,TRUE,nonessential
YJL057C,IKS1,verified1,growth1,IKS1,verified2,growth2,TRUE,nonessential
YJL058C,YJL058C,verified1,growth1,YJL058C,verified2,growth2,TRUE,nonessential
YJL060W,YJL060W,verified1,growth1,YJL060W,verified2,growth2,TRUE,nonessential
YJL061W,NUP82,verified1,nogrowth1,NUP82,verified2,nogrowth2,TRUE,essential
YJL062W,LAS21,verified1,growth1,LAS21,verified2,growth2,TRUE,nonessential
YJL063C,MRPL8,verified1,growth1,MRPL8,verified2,growth2,TRUE,nonessential
YJL064W,YJL064W,verified1,growth1,YJL064W,verified2,growth2,TRUE,nonessential
YJL065C,YJL065C,verified1,growth1,YJL065C,verified2,growth2,TRUE,nonessential
YJL066C,YJL066C,verified1,growth1,YJL066C,verified2,growth2,TRUE,nonessential
YJL067W,YJL067W,verified1,growth1,YJL067W,verified2,growth2,TRUE,nonessential
YJL068C,YJL068C,verified1,growth1,YJL068C,verified2,growth2,TRUE,nonessential
YJL069C,YJL069C,verified1,nogrowth1,YJL069C,verified2,nogrowth2,TRUE,essential
YJL070C,YJL070C,verified1,growth1,YJL070C,verified2,growth2,TRUE,nonessential
YJL071W,ARG2,verified1,growth1,ARG2,verified2,growth2,TRUE,nonessential
YJL072C,YJL072C,verified1,nogrowth1,YJL072C,verified2,nogrowth2,TRUE,essential
YJL073W,JEM1,verified1,growth1,JEM1,verified2,growth2,TRUE,nonessential
YJL074C,SMC3,verified1,nogrowth1,SMC3,verified2,nogrowth2,TRUE,essential
YJL075C,YJL075C,verified1,growth1,YJL075C,verified2,growth2,TRUE,nonessential
YJL076W,NET1,verified1,nogrowth1,NET1,verified2,nogrowth2,TRUE,essential
YJL077C,ICS3,verified1,growth1,ICS3,verified2,growth2,TRUE,nonessential
YJL078C,PRY3,verified1,growth1,PRY3,verified2,growth2,TRUE,nonessential
YJL079C,PRY1,verified1,growth1,PRY1,verified2,growth2,TRUE,nonessential
YJL080C,SCP160,verified1,growth1,SCP160,verified2,growth2,TRUE,nonessential
YJL081C,ARP4,verified1,nogrowth1,ARP4,verified2,nogrowth2,TRUE,essential
YJL082W,IML2,verified1,growth1,IML2,verified2,growth2,TRUE,nonessential
YJL083W,YJL083W,verified1,growth1,YJL083W,verified2,growth2,TRUE,nonessential
YJL084C,YJL084C,verified1,growth1,YJL084C,verified2,growth2,TRUE,nonessential
YJL085W,EXO70,verified1,nogrowth1,EXO70,verified2,nogrowth2,TRUE,essential
YJL086C,YJL086C,verified1,nogrowth1,YJL086C,verified2,nogrowth2,TRUE,essential
YJL087C,TRL1,verified1,nogrowth1,TRL1,verified2,nogrowth2,TRUE,essential
