"degreeCutoff","p","lambda","meanLS","medianLS","R","G","GompAIC","WeibAIC"
NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.6,0.037037037037037,2.41396740647275,2.18464184808545,0.254182364256244,0.232110699839536,365.891912047621,375.001370856703
4,0.65,0.037037037037037,3.63063642366569,3.28131686540512,0.154314427125395,0.186692746391031,442.196000677126,447.360166313704
4,0.7,0.037037037037037,4.34575669186012,3.94820230567621,0.13018275831722,0.152448902647198,479.251506428387,487.849176590652
4,0.75,0.037037037037037,6.1365221639548,5.9072889014611,0.0495125390289861,0.245062477140953,504.339549699974,497.166726494058
4,0.8,0.037037037037037,7.287373446474,6.91924561187625,0.025143953431591,0.296563364243858,508.393900190672,506.183505769651
4,0.85,0.037037037037037,8.70894097569979,8.85718413605355,0.0172867649651806,0.275787806496458,535.198874532787,542.038591157576
4,0.9,0.037037037037037,10.8426809732742,10.810671610292,0.0090141162901325,0.276460679792922,546.277697605762,543.148054957782
4,0.95,0.037037037037037,11.7491563432956,11.8031817418523,0.00498363548781037,0.312816265645559,529.253814594875,517.635623429407
4,1,0.037037037037037,12.9075140415349,13.128351561958,0.00258109995944423,0.338465223523766,522.159117309449,517.375421099475
4,0.6,0.0123456790123457,7.02536543457637,5.74024531812157,0.0897711643538765,0.0746711793036982,581.179829925168,587.585393935309
4,0.65,0.0123456790123457,10.5047515230279,9.83824625588022,0.0500205520676168,0.0713774647252441,653.092022643491,659.853215541817
4,0.7,0.0123456790123457,15.5215467744304,14.4322269768454,0.0195096826712478,0.096331838629609,692.325048962941,690.94020682465
4,0.75,0.0123456790123457,16.6203297367777,15.9309841047507,0.0218882358766044,0.0740616123939782,722.175483767478,727.776474219037
4,0.8,0.0123456790123457,21.6737493258516,21.0154905915834,0.0108866718525738,0.0837231925047906,745.134395208597,744.635357376452
4,0.85,0.0123456790123457,25.1243446458187,25.9654926171907,0.00661973689086185,0.0911228132768855,749.659736521781,750.404705346943
4,0.9,0.0123456790123457,30.3692834168827,31.3934475348797,0.00417333214972858,0.0884173937904261,762.773523850443,749.133801040935
4,0.95,0.0123456790123457,34.0821680464012,34.0763536835217,0.00164633114683069,0.108687254590139,744.981745196561,745.831403595554
4,1,0.0123456790123457,38.8925496774492,38.8965454541612,0.00154597563157536,0.094668402383937,762.040905715701,747.095592523957
4,0.6,0.00411522633744856,18.9540613124089,15.6388359809506,0.0397476875201192,0.0165282081586423,786.387040610084,784.367285456453
4,0.65,0.00411522633744856,30.7582032867008,26.9796718933093,0.0166619512271267,0.0255156358472532,865.962423767799,875.442234358058
4,0.7,0.00411522633744856,39.5822110528906,33.8034746523613,0.0105934825424471,0.026705251756543,902.092680386162,899.871195631772
4,0.75,0.00411522633744856,51.3224911208769,50.3633193956311,0.00695546254425937,0.0244225273859061,946.947760556252,959.222253575079
4,0.8,0.00411522633744856,66.108677427739,66.1932275856379,0.00378170507321373,0.0267952658991349,965.236142104797,953.652909736565
4,0.85,0.00411522633744856,80.2619169386335,78.3188887126744,0.00151572036035961,0.0336232789282307,962.639136091727,959.990448158957
4,0.9,0.00411522633744856,95.1879666751337,94.721896641422,0.00125697673265074,0.0288701751443306,990.190520545977,986.055788557831
4,0.95,0.00411522633744856,105.713877013333,105.030296053576,0.000879441997927423,0.0292516699017979,992.783097941879,980.333907703718
4,1,0.00411522633744856,118.144304059437,122.216123510851,0.000551129479919005,0.0300591104763267,994.445621661788,984.313121360023
